,artist,track,Week,Ranking
22077,"McGraw, Tim",Some Things Never Change,70,101
22078,"Henley, Don",Taking You Home,70,101
22079,Eminem,The Way I Am,70,101
22080,Nas,You Owe Me,70,101
22081,Sister Hazel,Change Your Mind,70,101
22082,Puff Daddy,Best Friend,70,101
22083,"McBride, Martina",There You Are,70,101
22084,Usher,Pop Ya Collar,70,101
22085,Lil' Kim,No Matter What They Say,70,101
22086,LFO,I Don't Wanna Kiss You Goodnight,70,101
22087,SheDaisy,Deck The Halls,70,101
22088,Splender,I Think God Can Explain,70,101
22089,"Simpson, Jessica",Where You Are,70,101
22090,M2M,Mirror Mirror,70,101
22091,Kumbia Kings,U Don't Love Me,70,101
22092,Joe,Treat Her Like A Lady,70,101
22093,"Blige, Mary J.",Deep Inside,70,101
22094,"Price, Kelly",You Should've Told Me,70,101
22095,Changing Faces,That Other Woman,70,101
22096,"Wright, Chely",It Was,70,101
22097,Limp Bizkit,Rollin',70,101
22098,Hot Boys,I Need A Hot Girl,70,101
22099,Jay-Z,Do It Again (Put Ya Hands Up),70,101
22100,"Adkins, Trace",More,70,101
22101,"Dixie Chicks, The",Cold Day In July,70,101
22102,"Price, Kelly",As We Lay,70,101
22103,DMX,What's My Name,70,101
22104,"Martin, Ricky",Private Emotion,70,101
22105,Nine Days,If I Am,70,101
22106,"Blige, Mary J.",Give Me You,70,101
22107,Red Hot Chili Peppers,Californication,70,101
22108,Third Eye Blind,Deep Inside Of You,70,101
22109,"Brooks, Garth",Do What You Gotta Do,70,101
22110,"Offspring, The",Original Prankster,70,101
22111,"Anthony, Marc",My Baby You,70,101
22112,"Houston, Whitney","Same Script, Different Cast",70,101
22113,D'Angelo,Left & Right,70,101
22114,"Kravitz, Lenny",I Belong To You,70,101
22115,"Loveless, Patty",That's The Kind Of Mood I'm In,70,101
22116,Q-Tip,Breathe And Stop,70,101
22117,"Rimes, LeAnn",Can't Fight The Moonlight,70,101
22118,Lil Wayne,Tha Block Is Hot,70,101
22119,2 Pac,Baby Don't Cry (Keep Ya Head Up II),70,101
22120,"Wallflowers, The",Sleepwalker,70,101
22121,Drama,"Left, Right, Left",70,101
22122,Limp Bizkit,N 2 Gether Now,70,101
22123,Lox,"Ryde or Die, Chick",70,101
22124,Ying Yang Twins,Whistle While You Twurk,70,101
22125,"Walker, Clay","Live, Laugh, Love",70,101
22126,Metallica,No Leaf Clover (Live),70,101
22127,Yankee Grey,Another Nine Minutes,70,101
22128,"Bega, Lou",Tricky Tricky ,70,101
22129,Big Punisher,It's So Hard,70,101
22130,"Worley, Darryl",When You Need My Love,70,101
22131,Lil' Kim,How Many Licks?,70,101
22132,"Clark, Terri",A Little Gasoline,70,101
22133,"Brock, Chad",A Country Boy Can Survive,70,101
22134,"Cagle, Chris",My Love Goes On And On,70,101
22135,"Byrd, Tracy",Put Your Hand In Mine,70,101
22136,Metallica,I Disappear,70,101
22137,Jay-Z,Hey Papi,70,101
22138,Fatboy Slim,The Rockafeller Skank,70,101
22139,"Levert, Gerald",Mr. Too Damn Good,70,101
22140,"McKnight, Brian",Stay Or Let It Go,70,101
22141,"Allan, Gary",Smoke Rings In The Dark,70,101
22142,Ginuwine,The Best Man I Can Be,70,101
22143,Before Dark,Monica,70,101
22144,"Estefan, Gloria",No Me Dejes De Querer,70,101
22145,Stone Temple Pilots,Sour Girl,70,101
22146,Montgomery Gentry,Daddy Won't Sell The Farm,70,101
22147,"Cyrus, Billy Ray",You Won't Be Lonely Now,70,101
22148,Clark Family Experience,Meanwhile Back At The Ranch,70,101
22149,"Thomas, Carl",Summer Rain,70,101
22150,"Yearwood, Trisha",Real Live Woman,70,101
22151,Trick Daddy,Shut Up,70,101
22152,"Moore, Chante",Straight Up,70,101
22153,Cam'ron,What Means The World To You,70,101
22154,Juvenile,U Understand,70,101
22155,"Hollister, Dave",Can't Stay,70,101
22156,Tamia,Can't Go For That,70,101
22157,LFO,West Side Story,70,101
22158,"Paisley, Brad",Me Neither,70,101
22159,"Carter, Torrey",Take That,70,101
22160,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),70,101
22161,Madison Avenue,Don't Call Me Baby,70,101
22162,Eve,Got It All,70,101
22163,Limp Bizkit,Re-Arranged,70,101
22164,"Spencer, Tracie",Still In My Heart,70,101
22165,Nu Flavor,3 Little Words,70,101
22166,Tamar,If You Don't Wanna Love Me,70,101
22167,"Levert, Gerald",Baby U Are,70,101
22168,"Hart, Beth",L.A. Song,70,101
22169,"Diffie, Joe",The Quittin' Kind,70,101
22170,Funkmaster Flex,Do You,70,101
22171,"Price, Kelly",Love Sets You Free,70,101
22172,En Vogue,Riddle,70,101
22173,"Herndon, Ty",No Mercy,70,101
22174,Anastacia,I'm Outta Love,70,101
22175,Trina,Pull Over,70,101
22176,Lil' Mo,Ta Da,70,101
22177,A*Teens,Dancing Queen,70,101
22178,"Sheist, Shade",Where I Wanna Be,70,101
22179,De La Soul,All Good?,70,101
22180,"Larrieux, Amel",Get Up,70,101
22181,"Braxton, Toni",Spanish Guitar,70,101
22182,Tuesday,I Know,70,101
22183,LL Cool J,Imagine That,70,101
22184,Master P,Souljas,70,101
22185,Ghostface Killah,Cherchez LaGhost,70,101
22186,"Smith, Will",Freakin' It,70,101
22187,Zombie Nation,Kernkraft 400,70,101
22188,"Eastsidaz, The",Got Beef,70,101
22189,Fragma,Toca's Miracle,70,101
22190,Destiny's Child,Independent Women Part I,71,101
22191,Santana,"Maria, Maria",71,101
22192,Savage Garden,I Knew I Loved You,71,101
22193,Madonna,Music,71,101
22194,"Aguilera, Christina",Come On Over Baby (All I Want Is You),71,101
22195,Janet,Doesn't Really Matter,71,101
22196,Destiny's Child,Say My Name,71,101
22197,"Iglesias, Enrique",Be With You,71,101
22198,Sisqo,Incomplete,71,101
22199,Lonestar,Amazed,71,101
22200,N'Sync,It's Gonna Be Me,71,101
22201,"Aguilera, Christina",What A Girl Wants,71,101
22202,Vertical Horizon,Everything You Want,71,101
22203,Creed,With Arms Wide Open,71,101
22204,Aaliyah,Try Again,71,101
22205,matchbox twenty,Bent,71,101
22206,"Carey, Mariah",Thank God I Found You,71,101
22207,"Hill, Faith",Breathe,71,101
22208,Mya,Case Of The Ex (Whatcha Gonna Do),71,101
22209,Dream,He Loves U Not,71,101
22210,"Braxton, Toni",He Wasn't Man Enough,71,101
22211,"Anthony, Marc",You Sang To Me,71,101
22212,98¡,Give Me Just One Night (Una Noche),71,101
22213,Destiny's Child,Jumpin' Jumpin',71,101
22214,3 Doors Down,Kryptonite,71,101
22215,Sisqo,Thong Song,71,101
22216,"Aguilera, Christina",I Turn To You,71,101
22217,"Houston, Whitney",My Love Is Your Love,71,101
22218,Joe,I Wanna Know,71,101
22219,"Jordan, Montell",Get It On.. Tonite,71,101
22220,N'Sync,Bye Bye Bye,71,101
22221,Eminem,The Real Slim Shady,71,101
22222,Pink,Most Girls,71,101
22223,"Mumba, Samantha",Gotta Tell You,71,101
22224,Blaque,Bring It All To Me,71,101
22225,"Elliott, Missy ""Misdemeanor""",Hot Boyz,71,101
22226,"Gray, Macy",I Try,71,101
22227,N'Sync,This I Promise You,71,101
22228,Ruff Endz,No More,71,101
22229,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,71,101
22230,Nine Days,Absolutely (Story Of A Girl),71,101
22231,"Dion, Celine",That's The Way It Is,71,101
22232,Blink-182,All The Small Things,71,101
22233,Eiffel 65,Blue (Da Ba Dee),71,101
22234,"Badu, Erkyah",Bag Lady,71,101
22235,Pink,There U Go,71,101
22236,Creed,Higher,71,101
22237,Nelly,(Hot S**t) Country Grammar,71,101
22238,Next,Wifey,71,101
22239,Kenny G,Auld Lang Syne (The Millenium Mix),71,101
22240,Sonique,It Feels So Good,71,101
22241,"Spears, Britney",Oops!.. I Did It Again,71,101
22242,"Backstreet Boys, The",Shape Of My Heart,71,101
22243,Everclear,Wonderful,71,101
22244,Ja Rule,Between Me And You,71,101
22245,"Rimes, LeAnn",I Need You,71,101
22246,Smash Mouth,Then The Morning Comes,71,101
22247,Jay-Z,I Just Wanna Love U (Give It 2 Me),71,101
22248,Jagged Edge,Let's Get Married,71,101
22249,Filter,Take A Picture,71,101
22250,"Martin, Ricky",She Bangs,71,101
22251,Mystikal,Shake Ya Ass,71,101
22252,BBMak,Back Here,71,101
22253,"Spears, Britney",From The Bottom Of My Broken Heart,71,101
22254,Third Eye Blind,Never Let You Go,71,101
22255,Red Hot Chili Peppers,Otherside,71,101
22256,Profyle,Liar,71,101
22257,Barenaked Ladies,Pinch Me,71,101
22258,Jagged Edge,He Can't Love U,71,101
22259,504 Boyz,Wobble Wobble,71,101
22260,Sting,Desert Rose,71,101
22261,Jay-Z,Big Pimpin',71,101
22262,Kid Rock,Only God Knows Why,71,101
22263,Foo Fighters,Learn To Fly,71,101
22264,"Dixie Chicks, The",Goodbye Earl,71,101
22265,Guy,Dancin',71,101
22266,Lil Bow Wow,Bounce With Me,71,101
22267,Westlife,Swear It Again,71,101
22268,Train,Meet Virginia,71,101
22269,"Thomas, Carl",I Wish,71,101
22270,Hanson,This Time Around,71,101
22271,"Simpson, Jessica",I Think I'm In Love With You,71,101
22272,Ludacris,What's Your Fantasy,71,101
22273,Lil' Zane,Callin' Me,71,101
22274,M2M,Don't Say You Love Me,71,101
22275,SoulDecision,Faded,71,101
22276,"Brock, Chad",Yes!,71,101
22277,"Martin, Ricky",Shake Your Bon-Bon,71,101
22278,Vertical Horizon,You're A God,71,101
22279,Avant,Separated,71,101
22280,"Rimes, LeAnn",Big Deal,71,101
22281,IMx,Stay The Night,71,101
22282,Dr. Dre,The Next Episode,71,101
22283,"Spears, Britney",Lucky,71,101
22284,Savage Garden,Crash And Burn,71,101
22285,Kandi,Don't Think I'm Not,71,101
22286,Sammie,I Like It,71,101
22287,Goo Goo Dolls,Broadway,71,101
22288,"Moore, Mandy",I Wanna Be With You,71,101
22289,Dr. Dre,Forgot About Dre,71,101
22290,D'Angelo,Untitled (How Does It Feel),71,101
22291,"Messina, Jo Dee",That's The Way,71,101
22292,Avant,My First Love,71,101
22293,Son By Four,A Puro Dolor (Purest Of Pain),71,101
22294,Da Brat,What'Chu Like,71,101
22295,DMX,Party Up (Up In Here),71,101
22296,"Dixie Chicks, The",Cowboy Take Me Away,71,101
22297,"McGraw, Tim",My Next Thirty Years,71,101
22298,"Tritt, Travis",Best Of Intentions,71,101
22299,Alice Deejay,Better Off Alone,71,101
22300,Hoku,Another Dumb Blonde,71,101
22301,"Houston, Whitney",I Learned From The Best,71,101
22302,Counting Crows,Hanginaround,71,101
22303,Mary Mary,Shackles (Praise You),71,101
22304,"Carey, Mariah",Crybaby,71,101
22305,"McGraw, Tim",My Best Friend,71,101
22306,Sugar Ray,Falls Apart,71,101
22307,Madonna,American Pie,71,101
22308,"Jones, Donell",Where I Wanna Be,71,101
22309,"Paisley, Brad",We Danced,71,101
22310,Lonestar,What About Now,71,101
22311,"Backstreet Boys, The",The One,71,101
22312,"Keith, Toby",How Do You Like Me Now?!,71,101
22313,"Strait, George",The Best Day,71,101
22314,"Dixie Chicks, The",Without You,71,101
22315,Musiq,Just Friends (Sunny),71,101
22316,"McEntire, Reba",What Do You Say,71,101
22317,"Braxton, Toni",Just Be A Man About It,71,101
22318,"Iglesias, Enrique",Rhythm Divine,71,101
22319,"Fabian, Lara",I Will Love Again,71,101
22320,Bon Jovi,It's My Life,71,101
22321,"Evans, Sara",Born To Fly,71,101
22322,"Chesney, Kenny",I Lost It,71,101
22323,J-Shin,One Night Stand,71,101
22324,Eve,Love Is Blind,71,101
22325,Aaliyah,I Don't Wanna,71,101
22326,"Montgomery, John Michael",The Little Girl,71,101
22327,"Carter, Aaron",Aaron's Party (Come Get It),71,101
22328,"Vassar, Phil",Just Another Day In Paradise,71,101
22329,Ice Cube,You Can Do It,71,101
22330,"Wills, Mark",Back At One,71,101
22331,Lucy Pearl,Dance Tonight,71,101
22332,"Jackson, Alan",It Must Be Love,71,101
22333,"Griggs, Andy",She's More,71,101
22334,No Doubt,Simple Kind Of Life,71,101
22335,"Jean, Wyclef",911,71,101
22336,Rascal Flatts,Prayin' For Daylight,71,101
22337,Vitamin C,Graduation (Friends Forever),71,101
22338,"Gilman, Billy",One Voice,71,101
22339,Lonestar,Smile,71,101
22340,"Rogers, Kenny",Buy Me A Rose,71,101
22341,"Lawrence, Tracy",Lessons Learned,71,101
22342,"Strait, George",Go On,71,101
22343,Sisqo,Got To Get It,71,101
22344,Baha Men,Who Let The Dogs Out,71,101
22345,"Walker, Clay",The Chain Of Love,71,101
22346,"McBride, Martina",Love's The Only House,71,101
22347,Amber,Sexual (Li Da Di),71,101
22348,"Tippin, Aaron",Kiss This,71,101
22349,SheDaisy,I Will.. But,71,101
22350,"Raye, Collin",Couldn't Last A Moment,71,101
22351,Black Rob,Whoa!,71,101
22352,"Jackson, Alan",Pop A Top,71,101
22353,"Black, Clint",Been There,71,101
22354,Common,The Light,71,101
22355,"Vassar, Phil",Carlene,71,101
22356,"Jackson, Alan",www.memory,71,101
22357,Vitamin C,The Itch,71,101
22358,"Eastsidaz, The",G'D Up,71,101
22359,Ideal,Whatever,71,101
22360,"Thomas, Carl",Emotional,71,101
22361,Ginuwine,None Of Ur Friends Business,71,101
22362,"Davidson, Clay",Unconditional,71,101
22363,DMX,What You Want,71,101
22364,"John, Elton",Someday Out Of The Blue,71,101
22365,Pearl Jam,Nothing As It Seems,71,101
22366,Mya,The Best Of Me,71,101
22367,"Heatherly, Eric",Flowers On The Wall,71,101
22368,Eminem,Stan,71,101
22369,"McEntire, Reba",I'll Be,71,101
22370,"Lopez, Jennifer",Feelin' Good,71,101
22371,"Urban, Keith",Your Everything,71,101
22372,TLC,Dear Lie,71,101
22373,"Gill, Vince",Feels Like Love,71,101
22374,"Houston, Whitney",Could I Have This Kiss Forever,71,101
22375,Bloodhound Gang,The Bad Touch,71,101
22376,"Williams, Robbie",Angels,71,101
22377,"Messina, Jo Dee",Because You Love Me,71,101
22378,"Keith, Toby",Country Comes To Town,71,101
22379,Beenie Man,Girls Dem Sugar,71,101
22380,"Hill, Faith",Let's Make Love,71,101
22381,Kelis,Caught Out There,71,101
22382,Jay-Z,Anything,71,101
22383,3 Doors Down,Loser,71,101
22384,Brooks & Dunn,You'll Always Be Loved By Me,71,101
22385,"Chesney, Kenny",What I Need To Do,71,101
22386,"Stone, Angie",No More Rain (In This Cloud),71,101
22387,Da Brat,That's What I'm Looking For,71,101
22388,SheDaisy,This Woman Needs,71,101
22389,Papa Roach,Last Resort,71,101
22390,"Adams, Yolanda",Open My Heart,71,101
22391,Shyne,Bad Boyz,71,101
22392,R.E.M.,The Great Beyond,71,101
22393,"Diffie, Joe",It's Always Somethin',71,101
22394,"McGraw, Tim",Some Things Never Change,71,101
22395,"Henley, Don",Taking You Home,71,101
22396,Eminem,The Way I Am,71,101
22397,Nas,You Owe Me,71,101
22398,Sister Hazel,Change Your Mind,71,101
22399,Puff Daddy,Best Friend,71,101
22400,"McBride, Martina",There You Are,71,101
22401,Usher,Pop Ya Collar,71,101
22402,Lil' Kim,No Matter What They Say,71,101
22403,LFO,I Don't Wanna Kiss You Goodnight,71,101
22404,SheDaisy,Deck The Halls,71,101
22405,Splender,I Think God Can Explain,71,101
22406,"Simpson, Jessica",Where You Are,71,101
22407,M2M,Mirror Mirror,71,101
22408,Kumbia Kings,U Don't Love Me,71,101
22409,Joe,Treat Her Like A Lady,71,101
22410,"Blige, Mary J.",Deep Inside,71,101
22411,"Price, Kelly",You Should've Told Me,71,101
22412,Changing Faces,That Other Woman,71,101
22413,"Wright, Chely",It Was,71,101
22414,Limp Bizkit,Rollin',71,101
22415,Hot Boys,I Need A Hot Girl,71,101
22416,Jay-Z,Do It Again (Put Ya Hands Up),71,101
22417,"Adkins, Trace",More,71,101
22418,"Dixie Chicks, The",Cold Day In July,71,101
22419,"Price, Kelly",As We Lay,71,101
22420,DMX,What's My Name,71,101
22421,"Martin, Ricky",Private Emotion,71,101
22422,Nine Days,If I Am,71,101
22423,"Blige, Mary J.",Give Me You,71,101
22424,Red Hot Chili Peppers,Californication,71,101
22425,Third Eye Blind,Deep Inside Of You,71,101
22426,"Brooks, Garth",Do What You Gotta Do,71,101
22427,"Offspring, The",Original Prankster,71,101
22428,"Anthony, Marc",My Baby You,71,101
22429,"Houston, Whitney","Same Script, Different Cast",71,101
22430,D'Angelo,Left & Right,71,101
22431,"Kravitz, Lenny",I Belong To You,71,101
22432,"Loveless, Patty",That's The Kind Of Mood I'm In,71,101
22433,Q-Tip,Breathe And Stop,71,101
22434,"Rimes, LeAnn",Can't Fight The Moonlight,71,101
22435,Lil Wayne,Tha Block Is Hot,71,101
22436,2 Pac,Baby Don't Cry (Keep Ya Head Up II),71,101
22437,"Wallflowers, The",Sleepwalker,71,101
22438,Drama,"Left, Right, Left",71,101
22439,Limp Bizkit,N 2 Gether Now,71,101
22440,Lox,"Ryde or Die, Chick",71,101
22441,Ying Yang Twins,Whistle While You Twurk,71,101
22442,"Walker, Clay","Live, Laugh, Love",71,101
22443,Metallica,No Leaf Clover (Live),71,101
22444,Yankee Grey,Another Nine Minutes,71,101
22445,"Bega, Lou",Tricky Tricky ,71,101
22446,Big Punisher,It's So Hard,71,101
22447,"Worley, Darryl",When You Need My Love,71,101
22448,Lil' Kim,How Many Licks?,71,101
22449,"Clark, Terri",A Little Gasoline,71,101
22450,"Brock, Chad",A Country Boy Can Survive,71,101
22451,"Cagle, Chris",My Love Goes On And On,71,101
22452,"Byrd, Tracy",Put Your Hand In Mine,71,101
22453,Metallica,I Disappear,71,101
22454,Jay-Z,Hey Papi,71,101
22455,Fatboy Slim,The Rockafeller Skank,71,101
22456,"Levert, Gerald",Mr. Too Damn Good,71,101
22457,"McKnight, Brian",Stay Or Let It Go,71,101
22458,"Allan, Gary",Smoke Rings In The Dark,71,101
22459,Ginuwine,The Best Man I Can Be,71,101
22460,Before Dark,Monica,71,101
22461,"Estefan, Gloria",No Me Dejes De Querer,71,101
22462,Stone Temple Pilots,Sour Girl,71,101
22463,Montgomery Gentry,Daddy Won't Sell The Farm,71,101
22464,"Cyrus, Billy Ray",You Won't Be Lonely Now,71,101
22465,Clark Family Experience,Meanwhile Back At The Ranch,71,101
22466,"Thomas, Carl",Summer Rain,71,101
22467,"Yearwood, Trisha",Real Live Woman,71,101
22468,Trick Daddy,Shut Up,71,101
22469,"Moore, Chante",Straight Up,71,101
22470,Cam'ron,What Means The World To You,71,101
22471,Juvenile,U Understand,71,101
22472,"Hollister, Dave",Can't Stay,71,101
22473,Tamia,Can't Go For That,71,101
22474,LFO,West Side Story,71,101
22475,"Paisley, Brad",Me Neither,71,101
22476,"Carter, Torrey",Take That,71,101
22477,2Ge+her,The Hardest Part Of Breaking Up (Is Getting Back Your Stuff),71,101
22478,Madison Avenue,Don't Call Me Baby,71,101
22479,Eve,Got It All,71,101
22480,Limp Bizkit,Re-Arranged,71,101
22481,"Spencer, Tracie",Still In My Heart,71,101
22482,Nu Flavor,3 Little Words,71,101
22483,Tamar,If You Don't Wanna Love Me,71,101
22484,"Levert, Gerald",Baby U Are,71,101
22485,"Hart, Beth",L.A. Song,71,101
22486,"Diffie, Joe",The Quittin' Kind,71,101
22487,Funkmaster Flex,Do You,71,101
22488,"Price, Kelly",Love Sets You Free,71,101
22489,En Vogue,Riddle,71,101
22490,"Herndon, Ty",No Mercy,71,101
22491,Anastacia,I'm Outta Love,71,101
22492,Trina,Pull Over,71,101
22493,Lil' Mo,Ta Da,71,101
22494,A*Teens,Dancing Queen,71,101
22495,"Sheist, Shade",Where I Wanna Be,71,101
22496,De La Soul,All Good?,71,101
22497,"Larrieux, Amel",Get Up,71,101
22498,"Braxton, Toni",Spanish Guitar,71,101
22499,Tuesday,I Know,71,101
22500,LL Cool J,Imagine That,71,101
22501,Master P,Souljas,71,101
22502,Ghostface Killah,Cherchez LaGhost,71,101
22503,"Smith, Will",Freakin' It,71,101
22504,Zombie Nation,Kernkraft 400,71,101
22505,"Eastsidaz, The",Got Beef,71,101
22506,Fragma,Toca's Miracle,71,101
22507,Destiny's Child,Independent Women Part I,72,101
22508,Santana,"Maria, Maria",72,101
22509,Savage Garden,I Knew I Loved You,72,101
22510,Madonna,Music,72,101
22511,"Aguilera, Christina",Come On Over Baby (All I Want Is You),72,101
22512,Janet,Doesn't Really Matter,72,101
22513,Destiny's Child,Say My Name,72,101
22514,"Iglesias, Enrique",Be With You,72,101
22515,Sisqo,Incomplete,72,101
22516,Lonestar,Amazed,72,101
22517,N'Sync,It's Gonna Be Me,72,101
22518,"Aguilera, Christina",What A Girl Wants,72,101
22519,Vertical Horizon,Everything You Want,72,101
22520,Creed,With Arms Wide Open,72,101
22521,Aaliyah,Try Again,72,101
22522,matchbox twenty,Bent,72,101
22523,"Carey, Mariah",Thank God I Found You,72,101
22524,"Hill, Faith",Breathe,72,101
22525,Mya,Case Of The Ex (Whatcha Gonna Do),72,101
22526,Dream,He Loves U Not,72,101
22527,"Braxton, Toni",He Wasn't Man Enough,72,101
22528,"Anthony, Marc",You Sang To Me,72,101
22529,98¡,Give Me Just One Night (Una Noche),72,101
22530,Destiny's Child,Jumpin' Jumpin',72,101
22531,3 Doors Down,Kryptonite,72,101
22532,Sisqo,Thong Song,72,101
22533,"Aguilera, Christina",I Turn To You,72,101
22534,"Houston, Whitney",My Love Is Your Love,72,101
22535,Joe,I Wanna Know,72,101
22536,"Jordan, Montell",Get It On.. Tonite,72,101
22537,N'Sync,Bye Bye Bye,72,101
22538,Eminem,The Real Slim Shady,72,101
22539,Pink,Most Girls,72,101
22540,"Mumba, Samantha",Gotta Tell You,72,101
22541,Blaque,Bring It All To Me,72,101
22542,"Elliott, Missy ""Misdemeanor""",Hot Boyz,72,101
22543,"Gray, Macy",I Try,72,101
22544,N'Sync,This I Promise You,72,101
22545,Ruff Endz,No More,72,101
22546,"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,72,101
22547,Nine Days,Absolutely (Story Of A Girl),72,101
22548,"Dion, Celine",That's The Way It Is,72,101
22549,Blink-182,All The Small Things,72,101
22550,Eiffel 65,Blue (Da Ba Dee),72,101
22551,"Badu, Erkyah",Bag Lady,72,101
22552,Pink,There U Go,72,101
22553,Creed,Higher,72,101
22554,Nelly,(Hot S**t) Country Grammar,72,101
22555,Next,Wifey,72,101
22556,Kenny G,Auld Lang Syne (The Millenium Mix),72,101
22557,Sonique,It Feels So Good,72,101
22558,"Spears, Britney",Oops!.. I Did It Again,72,101
22559,"Backstreet Boys, The",Shape Of My Heart,72,101
22560,Everclear,Wonderful,72,101
22561,Ja Rule,Between Me And You,72,101
22562,"Rimes, LeAnn",I Need You,72,101
22563,Smash Mouth,Then The Morning Comes,72,101
22564,Jay-Z,I Just Wanna Love U (Give It 2 Me),72,101
22565,Jagged Edge,Let's Get Married,72,101
22566,Filter,Take A Picture,72,101
22567,"Martin, Ricky",She Bangs,72,101
22568,Mystikal,Shake Ya Ass,72,101
22569,BBMak,Back Here,72,101
22570,"Spears, Britney",From The Bottom Of My Broken Heart,72,101
22571,Third Eye Blind,Never Let You Go,72,101
22572,Red Hot Chili Peppers,Otherside,72,101
22573,Profyle,Liar,72,101
22574,Barenaked Ladies,Pinch Me,72,101
22575,Jagged Edge,He Can't Love U,72,101
22576,504 Boyz,Wobble Wobble,72,101
22577,Sting,Desert Rose,72,101
22578,Jay-Z,Big Pimpin',72,101
22579,Kid Rock,Only God Knows Why,72,101
22580,Foo Fighters,Learn To Fly,72,101
22581,"Dixie Chicks, The",Goodbye Earl,72,101
22582,Guy,Dancin',72,101
22583,Lil Bow Wow,Bounce With Me,72,101
22584,Westlife,Swear It Again,72,101
22585,Train,Meet Virginia,72,101
22586,"Thomas, Carl",I Wish,72,101
22587,Hanson,This Time Around,72,101
22588,"Simpson, Jessica",I Think I'm In Love With You,72,101
22589,Ludacris,What's Your Fantasy,72,101
22590,Lil' Zane,Callin' Me,72,101
22591,M2M,Don't Say You Love Me,72,101
22592,SoulDecision,Faded,72,101
22593,"Brock, Chad",Yes!,72,101
22594,"Martin, Ricky",Shake Your Bon-Bon,72,101
22595,Vertical Horizon,You're A God,72,101
22596,Avant,Separated,72,101
22597,"Rimes, LeAnn",Big Deal,72,101
22598,IMx,Stay The Night,72,101
22599,Dr. Dre,The Next Episode,72,101
22600,"Spears, Britney",Lucky,72,101
22601,Savage Garden,Crash And Burn,72,101
22602,Kandi,Don't Think I'm Not,72,101
22603,Sammie,I Like It,72,101
22604,Goo Goo Dolls,Broadway,72,101
22605,"Moore, Mandy",I Wanna Be With You,72,101
22606,Dr. Dre,Forgot About Dre,72,101
22607,D'Angelo,Untitled (How Does It Feel),72,101
22608,"Messina, Jo Dee",That's The Way,72,101
22609,Avant,My First Love,72,101
22610,Son By Four,A Puro Dolor (Purest Of Pain),72,101
22611,Da Brat,What'Chu Like,72,101
22612,DMX,Party Up (Up In Here),72,101
22613,"Dixie Chicks, The",Cowboy Take Me Away,72,101
22614,"McGraw, Tim",My Next Thirty Years,72,101
22615,"Tritt, Travis",Best Of Intentions,72,101
22616,Alice Deejay,Better Off Alone,72,101
22617,Hoku,Another Dumb Blonde,72,101
22618,"Houston, Whitney",I Learned From The Best,72,101
22619,Counting Crows,Hanginaround,72,101
22620,Mary Mary,Shackles (Praise You),72,101
22621,"Carey, Mariah",Crybaby,72,101
22622,"McGraw, Tim",My Best Friend,72,101
22623,Sugar Ray,Falls Apart,72,101
22624,Madonna,American Pie,72,101
22625,"Jones, Donell",Where I Wanna Be,72,101
22626,"Paisley, Brad",We Danced,72,101
22627,Lonestar,What About Now,72,101
22628,"Backstreet Boys, The",The One,72,101
22629,"Keith, Toby",How Do You Like Me Now?!,72,101
22630,"Strait, George",The Best Day,72,101
22631,"Dixie Chicks, The",Without You,72,101
22632,Musiq,Just Friends (Sunny),72,101
22633,"McEntire, Reba",What Do You Say,72,101
22634,"Braxton, Toni",Just Be A Man About It,72,101
22635,"Iglesias, Enrique",Rhythm Divine,72,101
22636,"Fabian, Lara",I Will Love Again,72,101
22637,Bon Jovi,It's My Life,72,101
22638,"Evans, Sara",Born To Fly,72,101
22639,"Chesney, Kenny",I Lost It,72,101
22640,J-Shin,One Night Stand,72,101
22641,Eve,Love Is Blind,72,101
22642,Aaliyah,I Don't Wanna,72,101
22643,"Montgomery, John Michael",The Little Girl,72,101
22644,"Carter, Aaron",Aaron's Party (Come Get It),72,101
22645,"Vassar, Phil",Just Another Day In Paradise,72,101
22646,Ice Cube,You Can Do It,72,101
22647,"Wills, Mark",Back At One,72,101
22648,Lucy Pearl,Dance Tonight,72,101
22649,"Jackson, Alan",It Must Be Love,72,101
22650,"Griggs, Andy",She's More,72,101
22651,No Doubt,Simple Kind Of Life,72,101
22652,"Jean, Wyclef",911,72,101
22653,Rascal Flatts,Prayin' For Daylight,72,101
22654,Vitamin C,Graduation (Friends Forever),72,101
22655,"Gilman, Billy",One Voice,72,101
22656,Lonestar,Smile,72,101
22657,"Rogers, Kenny",Buy Me A Rose,72,101
22658,"Lawrence, Tracy",Lessons Learned,72,101
22659,"Strait, George",Go On,72,101
22660,Sisqo,Got To Get It,72,101
22661,Baha Men,Who Let The Dogs Out,72,101
22662,"Walker, Clay",The Chain Of Love,72,101
22663,"McBride, Martina",Love's The Only House,72,101
22664,Amber,Sexual (Li Da Di),72,101
22665,"Tippin, Aaron",Kiss This,72,101
22666,SheDaisy,I Will.. But,72,101
22667,"Raye, Collin",Couldn't Last A Moment,72,101
22668,Black Rob,Whoa!,72,101
22669,"Jackson, Alan",Pop A Top,72,101
22670,"Black, Clint",Been There,72,101
22671,Common,The Light,72,101
22672,"Vassar, Phil",Carlene,72,101
